back_premise,back_hypothesis,label
설명회에 참석한 주민들은 이번 사업으로 여름철 집중호우시 침수피해가 해소될 것으로 기대하고 있다.,이 사업은 여름철 집중호우에 대비한 하천정비사업이다.,neutral
섬나라 옹진의 농축산물 포장용기 지원사업은 농업경영정보를 등록한 농업인이나 생산자 단체를 대상으로 한다.,농업경영정보를 등록하기 위해서는 행정복지센터를 방문해야 한다.,neutral
섬나라 옹진의 농축산물 포장용기 지원사업은 농업경영정보를 등록한 농업인이나 생산자 단체를 대상으로 한다.,섬나라 옹진 농축산물 포장용기 지원사업은 농업인 또는 생산자단체 중 농업경영정보를 등록한 사람을 대상으로 한다.,entailment
섬나라 옹진의 농축산물 포장용기 지원사업은 농업경영정보를 등록한 농업인이나 생산자 단체를 대상으로 한다.,섬나라 옹진의 농축산물 포장용기 지원사업은 자격요건에 상관없이 모든 농가를 대상으로 하고 있다.,contradiction
섬나라 대만도 강력한 방제를 바탕으로 신규 감염자가 거의 발생하지 않는 상황이다.,강력한 통제를 받고 있는 섬나라가 있습니다.,entailment
섬나라 대만도 강력한 방제를 바탕으로 신규 감염자가 거의 발생하지 않는 상황이다.,섬나라인 대만은 열대성 기후를 가지고 있습니다.,neutral
남녀가 가진 섬세한 감정과 의미를 아주 잘 표현한 것 같다.,남녀의 섬세한 감정과 의미가 잘 표현된 영화인 것 같다.,neutral
남녀가 가진 섬세한 감정과 의미를 아주 잘 표현한 것 같다.,잘 표현된 것들 중에는 남녀 간의 섬세한 감정들이 있다.,entailment
"섬진강 유역의 자연과 역사, 예술자원을 적극 활용하고 남해안 상생발전을 위한 협력체계를 구축해 지역의 동반성장을 도모할 계획이다.",섬진강 유역은 풍부한 예술적 자원으로 유명하다.,neutral
성 밖 늪에 사는 크고 못생긴 평화로운 거인 슈렉은 진흙탕에서 샤워를 하고 동화책을 화장지로 쓰며 혼자 살고 있었다.,슈렉은 그 성에 살지 않는다.,entailment
성 밖 늪에 사는 크고 못생긴 평화로운 거인 슈렉은 진흙탕에서 샤워를 하고 동화책을 화장지로 쓰며 혼자 살고 있었다.,슈렉이 사는 늪은 성에서 멀리 떨어져 있습니다.,neutral
유인우주선 발사에 성공한 베르너 폰 브라운은 달 너머 화성에 유인우주선을 보내는 프로젝트를 구상하고 있었다.,베르너 폰 브라운은 더 이상 우주선 발사를 위한 프로젝트에서 일하지 않는다.,contradiction
유인우주선 발사에 성공한 베르너 폰 브라운은 달 너머 화성에 유인우주선을 보내는 프로젝트를 구상하고 있었다.,베르너 폰 브라운은 유인 우주선을 성공적으로 발사한 최초의 사람이었다.,neutral
"성덕고등학교에서는 2학년 교사와 교장, 교감이 참여해 높은 관심을 보였으며 학생들과 직접 담소를 나누는 뜻깊은 시간을 가졌다.",교장이 참여한 것은 이번이 처음이다.,neutral
"성덕고등학교에서는 2학년 교사와 교장, 교감이 참여해 높은 관심을 보였으며 학생들과 직접 담소를 나누는 뜻깊은 시간을 가졌다.",성덕고등학교에서는 학생들이 단독으로 참여했습니다.,contradiction
"성덕고등학교에서는 2학년 교사와 교장, 교감이 참여해 높은 관심을 보였으며 학생들과 직접 담소를 나누는 뜻깊은 시간을 가졌다.",성덕고등학교에서도 교사들의 참여가 이어져 높은 관심을 보였다.,entailment
보고서는 성범죄를 제대로 인식하려는 운동과 수사기관의 성범죄 처리 방식 개선을 위한 정부의 노력도 신고 증가에 한몫했다고 분석했다.,성범죄를 제대로 인식하기 위한 캠페인이 보다 적극적으로 진행돼야 한다는 보고도 있었다.,neutral
성악에서는 위의 여러 기관을 이용하여 가수를 적절히 통제하고 훈련시켜 가창력을 습득하는 방법을 총칭하여 발성법이라고 한다.,발성은 성악을 훈련하는 방법입니다.,entailment
성악에서는 위의 여러 기관을 이용하여 가수를 적절히 통제하고 훈련시켜 가창력을 습득하는 방법을 총칭하여 발성법이라고 한다.,발성은 지휘자만을 위한 훈련법입니다.,contradiction
성악에서는 위의 여러 기관을 이용하여 가수를 적절히 통제하고 훈련시켜 가창력을 습득하는 방법을 총칭하여 발성법이라고 한다.,여러 기관 중 하나는 기관지입니다.,neutral
세 사람은 수돗물 한 개만 맞췄다.,오직 세 사람만이 수돗물을 맞췄습니다.,neutral
세 사람은 수돗물 한 개만 맞췄다.,세 사람은 수돗물만 맞췄다.,entailment
세 사람은 현아를 발견하자 흥분을 감추지 못했다.,세 사람은 현아를 찾았다.,entailment
세 사람은 현아를 발견하자 흥분을 감추지 못했다.,세 사람은 현아를 발견했음에도 전혀 관심이 없었다.,contradiction
세계 각국이 4차 산업혁명 추세에 발맞춰 기업의 창의성과 경쟁력을 높이기 위해 강력한 규제개혁을 단행하고 있다.,4차 산업혁명은 빠르게 진행되고 있다.,neutral
세계 각국이 4차 산업혁명 추세에 발맞춰 기업의 창의성과 경쟁력을 높이기 위해 강력한 규제개혁을 단행하고 있다.,세계 각국이 강력한 규제개혁을 단행하고 있다.,entailment
세계 각국이 4차 산업혁명 추세에 발맞춰 기업의 창의성과 경쟁력을 높이기 위해 강력한 규제개혁을 단행하고 있다.,세계는 4차 산업혁명의 흐름에 무관심하다.,contradiction
세계 경제가 100년 전 대공황에 버금가는 위기를 맞고 있는 데다 위기의 끝과 깊이를 몰라 경제의 불확실성이 계속되고 있다.,우리는 100년 전 대공황에 버금가는 글로벌 경제위기를 겪고 있다.,entailment
세계 경제가 100년 전 대공황에 버금가는 위기를 맞고 있는 데다 위기의 끝과 깊이를 몰라 경제의 불확실성이 계속되고 있다.,일부 전문가들은 글로벌 경제위기가 100년 전 대공황 때보다 더 심각하다고 주장한다.,neutral
"노르웨이는 세계에서 가장 큰 연어 양식 국가이고 영국, 칠레, 캐나다, 그리고 호주가 그 뒤를 잇습니다.",노르웨이 연어가 가장 맛있습니다.,neutral
"노르웨이는 세계에서 가장 큰 연어 양식 국가이고 영국, 칠레, 캐나다, 그리고 호주가 그 뒤를 잇습니다.",연어는 노르웨이에서 가장 많이 양식된다.,entailment
"노르웨이는 세계에서 가장 큰 연어 양식 국가이고 영국, 칠레, 캐나다, 그리고 호주가 그 뒤를 잇습니다.",연어는 양식할 수 없는 자연어입니다.,contradiction
세계은행그룹에 출연 중인 한국신탁기금을 통해 지원된다.,세계은행 그룹에 출연하고 있는 미국 신탁기금을 통해 지원된다.,contradiction
"세계 여러 나라에서 일본의 인지도가 높아지고 있으며, 일본 만화의 높은 인기로 인해 일본 만화 캐릭터 관련 산업도 크게 증가했다.",세계 여러 나라가 아직 일본의 존재를 모르고 있다.,contradiction
"세계 여러 나라에서 일본의 인지도가 높아지고 있으며, 일본 만화의 높은 인기로 인해 일본 만화 캐릭터 관련 산업도 크게 증가했다.",일본의 만화 사업이 크게 성장했습니다.,entailment
"세계 여러 나라에서 일본의 인지도가 높아지고 있으며, 일본 만화의 높은 인기로 인해 일본 만화 캐릭터 관련 산업도 크게 증가했다.",일본의 만화 때문에 일본의 인지도가 높아지고 있습니다.,neutral
"세나는 천재 전설이지만, 이 영화는 삼류 다큐멘터리 영화입니다.",이 영화는 느린 전개로 인해 지루한 다큐멘터리 영화입니다.,neutral
세면도구와 칫솔은 따로 챙겨오셔야 합니다.,당신은 세면도구를 챙길 필요가 없습니다.,contradiction
세면도구와 칫솔은 따로 챙겨오셔야 합니다.,세면도구랑 칫솔만 가져오면 돼요.,neutral
세발가락나무늘보는 남아메리카와 중앙아메리카의 나무에서 사는 포유류 무리 중 하나입니다.,세발가락나무늘보는 남아메리카와 중앙아메리카에서 가장 많은 수의 포유동물을 차지하고 있습니다.,neutral
세발가락나무늘보는 남아메리카와 중앙아메리카의 나무에서 사는 포유류 무리 중 하나입니다.,세발가락 나무늘보는 포유류이다.,entailment
세발가락나무늘보는 남아메리카와 중앙아메리카의 나무에서 사는 포유류 무리 중 하나입니다.,중앙아메리카의 세발가락 나무늘보 나무에서만 사는 포유류 무리 중 하나이다.,neutral
세비야는 여행하기에 완벽한 위치에 있습니다.,세비야로 여행하는 것은 부적절한 위치에 있다.,contradiction
세비야는 여행하기에 완벽한 위치에 있습니다.,세비야 중심까지 운행하는 셔틀버스가 근처에 옵니다.,neutral
세비야는 여행하기에 완벽한 위치에 있습니다.,세비야에서 여행하기에 완벽한 장소입니다.,entailment
세비야 중심에 주차되어 있다는 장점이 있습니다.,세비야 도심에는 버스를 주차할 수 없습니다.,neutral
세비야 중심에 주차되어 있다는 장점이 있습니다.,세비야 중심에 주차할 수 있습니다.,entailment
세비야 중심에 주차되어 있다는 장점이 있습니다.,세비야는 센터도 없는 작은 마을이다.,contradiction
세비야 대성당 앞에 있는 집은 위치가 아주 좋습니다.,세비야 대성당의 위치는 좋습니다.,neutral
세비야 대성당 앞에 있는 집은 위치가 아주 좋습니다.,위치가 나쁘지 않네요.,entailment
"세비야 성당과 매우 가깝고, 스페인 광장까지 걸어서 갈 수도 있습니다.",세비야 대성당은 스페인 광장 앞에 있습니다.,neutral
세비야에서의 에어비앤비는 스페인과 포르투갈의 최고의 여행이었어요.,세비야에서의 숙박시설은 최악이었다.,contradiction
세비야에서의 에어비앤비는 스페인과 포르투갈의 최고의 여행이었어요.,나는 스페인과 포르투갈을 여행했다.,entailment
세비야에서의 에어비앤비는 스페인과 포르투갈의 최고의 여행이었어요.,앞으로 숙소는 에어비앤비만 이용하겠습니다.,neutral
나는 세상의 길고양이들이 모두 행복했으면 좋겠어.,세상의 모든 고양이가 행복했으면 좋겠어요.,neutral
저는 세심한 배려로 편안한 여행을 할 수 있었습니다.,세심한 배려 덕분에 편안한 여행이었어요.,entailment
저는 세심한 배려로 편안한 여행을 할 수 있었습니다.,그 여행은 정말 불편했어요.,contradiction
세영은 갑자기 오빠의 축의금으로 들어온 돈으로 차를 달라고 하지만 상수의 아내 영숙은 세일의 결혼축하금에 한 푼도 줄 수 없다고 선언한다.,상수의 아내 영숙이 세영의 부탁을 거절한다.,entailment
"세월호 사건, 구의역 스크린도어 사망, 태안화력발전소 사고 등 시민과 노동자의 안전을 위협하는 사건이 끊이지 않고 있다.",시민과 노동자의 안전을 위협하는 사건이 더 이상 발생하지 않는다.,contradiction
"세월호 사건, 구의역 스크린도어 사망, 태안화력발전소 사고 등 시민과 노동자의 안전을 위협하는 사건이 끊이지 않고 있다.",시민단체들이 안전 촉구를 위한 결의대회를 연다.,neutral
"세월호 사건, 구의역 스크린도어 사망, 태안화력발전소 사고 등 시민과 노동자의 안전을 위협하는 사건이 끊이지 않고 있다.",태안화력발전소 사고는 시민과 노동자의 안전을 위협했다.,entailment
세월호 사고 여파로 대통령이 해양경찰청과 소방방재청을 해체해 국가안전처를 설치하겠다고 밝혔다.,대통령이 세월호 사고 여파로 국가안전처를 신설하겠다고 밝혔다.,entailment
세월호 사고 여파로 대통령이 해양경찰청과 소방방재청을 해체해 국가안전처를 설치하겠다고 밝혔다.,세월호 사고 여파로 대통령이 국가안전보위부 산하에 기관을 두겠다고 밝혔다.,neutral
세월호 사고 여파로 대통령이 해양경찰청과 소방방재청을 해체해 국가안전처를 설치하겠다고 밝혔다.,세월호 사고에서 대통령이 해양경찰청과 소방방재청의 기능을 더욱 강화하겠다고 밝혔다.,contradiction
세월호 선원들을 상대로 한 재판에서는 어제에 이어 귀를 의심케 하는 증언이 나왔습니다.,귀를 의심하게 만든 증언은 유병언 재판에서만 나왔다.,contradiction
세월호 실종자 수색작업을 지원하던 어선에 타고 있던 선원이 갑자기 쓰러져 병원으로 옮겨졌으나 숨졌다.,실종자 수색 작업을 지원하던 중 사망한 사람은 없었다.,contradiction
세월호 실종자 수가 10명에서 줄지 않고 일주일 안에 수색하겠다고 하지만 내일부터 수색이 재개됩니다.,세월호 실종자 수색 재개는 내일이 되어야 할 것이다.,entailment
세월호 실종자 수가 10명에서 줄지 않고 일주일 안에 수색하겠다고 하지만 내일부터 수색이 재개됩니다.,세월호 실종자 수가 10명에서 5명으로 줄었다.,contradiction
세월호 실종자 수가 10명에서 줄지 않고 일주일 안에 수색하겠다고 하지만 내일부터 수색이 재개됩니다.,실종자 수색 자체가 턱없이 부족하다.,neutral
"세월호 특별법에 여전히 이견이 있고, 정부조직법에도 이견이 있어 국회 일정이 시작됐지만 잘 진행될지는 미지수다.",국회 일정은 3월에 시작되었다.,neutral
"세월호 특별법에 여전히 이견이 있고, 정부조직법에도 이견이 있어 국회 일정이 시작됐지만 잘 진행될지는 미지수다.",국회 일정이 아직 시작되지 않았다.,contradiction
"세월호 특별법에 여전히 이견이 있고, 정부조직법에도 이견이 있어 국회 일정이 시작됐지만 잘 진행될지는 미지수다.",세월호 특별법과 정부조직법에는 이견이 있다.,entailment
세월호 특별법에 가로막힌 정국 해소를 위해 모인 여야 상임위원장들이 결국 아무런 소득 없이 결별했다.,여야 상임위원장이 소득이 날 때까지 반복적으로 모인다.,neutral
세월호 특별법은 지난 4월 16일 세월호 침몰 사건의 수사와 수습의 전반적인 문제를 해결하기 위해 제정된 특별법이다.,세월호 특별법은 세월호 사고가 발생하기 전에 제정되었다.,contradiction
세월호 특별법은 지난 4월 16일 세월호 침몰 사건의 수사와 수습의 전반적인 문제를 해결하기 위해 제정된 특별법이다.,세월호 특별법은 세월호 사고 수사와 수습과 관련된 모든 문제를 해결했다.,neutral
세월호 특별법은 지난 4월 16일 세월호 침몰 사건의 수사와 수습의 전반적인 문제를 해결하기 위해 제정된 특별법이다.,세월호가 4월 16일 바다에 가라앉았다.,entailment
세월호 현장을 담당하는 수색구조 당국은 당초 오늘까지 마무리될 예정이었던 세월호 선미 수색 작업을 마무리하는 데 일주일이 더 필요하다고 밝혔습니다.,세월호 선미 수색이 당초 계획대로 오늘까지 완료됐습니다.,contradiction
세월호 현장을 담당하는 수색구조 당국은 당초 오늘까지 마무리될 예정이었던 세월호 선미 수색 작업을 마무리하는 데 일주일이 더 필요하다고 밝혔습니다.,수색구조 당국이 오늘까지 세월호 선미 수색을 완료하기로 했다.,entailment
세월호에서 5분에서 10분 사이에 모두 탈출할 수 있었다는 시뮬레이션이 법정에서 공개됐다.,법정에서 공개된 시뮬레이션은 세월호 관련 내용이었다.,entailment
계약 만료 2개월 전에 세입자가 계약 해지 또는 임대료 인상 통지를 받지 않으면 그대로 임대차 계약을 갱신하는 것으로 본다.,계약 만료 2개월 전까지 임차인에게 임대료 인상 등의 통지를 하지 않으면 그대로 임대차계약을 갱신하는 것으로 본다.,entailment
계약 만료 2개월 전에 세입자가 계약 해지 또는 임대료 인상 통지를 받지 않으면 그대로 임대차 계약을 갱신하는 것으로 본다.,임대차 계약 갱신은 최대 3년까지 가능하다.,neutral
세입자에게 도끼를 휘두르고 주택에 불을 질러 2명을 숨지게 한 70대 노인에게 징역 20년이 선고됐다.,70대 노인이 사람에게 흉기를 휘둘렀다.,entailment
세입자에게 도끼를 휘두르고 주택에 불을 질러 2명을 숨지게 한 70대 노인에게 징역 20년이 선고됐다.,사망자 2명 외에도 화상 피해자가 있다.,neutral
세입자에게 도끼를 휘두르고 주택에 불을 질러 2명을 숨지게 한 70대 노인에게 징역 20년이 선고됐다.,집에 불을 지른 사람은 세입자들뿐이다.,contradiction
이날 폭우로 철원 갈말읍 내대리 태양광발전소 공사장 인근 주민 15명이 산사태를 우려해 안전한 곳으로 대피했다.,철원 갈말읍 내대리 태양광발전소 건설현장 인근 주민 15명이 대피했다.,entailment
저는 세탁기를 무료로 사용할 수 있었습니다.,그 세탁기는 어디에서나 사용할 수 있습니다.,neutral
저는 세탁기를 무료로 사용할 수 있었습니다.,그 세탁기는 유료로 이용할 수 있었다.,contradiction
그곳에는 세탁기부터 빨래 건조대까지 모든 것이 있었습니다.,빨래 건조대가 작아서 불편했어요.,neutral
세탁기와 건조기를 사용할 수 있었습니다.,세탁기와 건조기를 동시에 사용할 수 있었습니다.,neutral
센강의 경치인데 야경이 정말 예뻐요.,낮에도 경치가 정말 예뻐요.,neutral
센터는 문화체육관광부를 통해 관할 수사기관에 고발하거나 체육단체에 징계를 요청할 수 있다.,체육단체도 문화체육관광부를 통해 센터에 징계를 요청할 수 있다.,neutral
셀럽파이브 멤버 안영미가 라디오 방송을 통해 알게 된 남자친구와 4년째 열애 중이어서 뜨거운 입담으로 많은 이들의 사랑을 받고 있다.,안영미는 내년에 결혼할 예정이다.,neutral
셀럽파이브 멤버 안영미가 라디오 방송을 통해 알게 된 남자친구와 4년째 열애 중이어서 뜨거운 입담으로 많은 이들의 사랑을 받고 있다.,안영미는 셀럽파이브의 멤버이다.,entailment
소녀는 성냥이 매진되지 않으면 아버지에게 혼나서 성냥이 다 팔릴 때까지 집에 돌아갈 수 없었다.,저는 성냥을 다 팔기도 전에 집으로 돌아갈 수 있었습니다.,contradiction
소녀는 성냥이 매진되지 않으면 아버지에게 혼나서 성냥이 다 팔릴 때까지 집에 돌아갈 수 없었다.,그 소녀는 가출했다.,neutral
소년 소녀들의 순수한 사랑을 표현하는 잔잔하고 감동적인 영화입니다.,중년 남녀의 불륜을 자극적으로 표현한 추잡한 영화.,contradiction
"소련 점령 지역에서는 정확히 알려지지 않았지만 1950년까지 13,532명이 유죄 판결을 받았다는 통계가 있다.",이 통계에서도 조작 흔적이 발견됐다.,neutral
소방당국은 이날 오전 6시 44분쯤 경기도 안산의 한 아파트에서 화장실 문이 잠겨 있다는 신고가 접수됐다고 밝혔다.,안산의 한 아파트에서 화장실 문이 잠겨 소방서에 신고했다.,entailment
소방당국은 소방헬기 3대를 교대로 띄워 달아나는 곰을 쫓았지만 마지막으로 발견된 청계산 톨게이트 인근에서 놓쳤다.,곰을 쫓기 위해 소방헬기 8대가 동원됐다.,contradiction
소방당국은 소방헬기 3대를 교대로 띄워 달아나는 곰을 쫓았지만 마지막으로 발견된 청계산 톨게이트 인근에서 놓쳤다.,청계산 요금소 주변에서는 곰의 마지막 흔적이 발견됐다.,entailment
소방방재청은 올해 확보한 예산 100억원을 활용해 연평도에 현대화된 대피시설 7곳을 신속히 설치하고 노후화된 대피시설을 올해 안에 정비하겠다고 밝혔다.,연평도에는 노후화된 대피시설이 있다.,entailment
소방청은 소방회계법으로 소방재정의 안정적 확보와 운영의 독립성이 강화될 것으로 보고 있다.,소방회계법은 안정적인 소방재정을 확보하고 경영의 독립성을 강화하기 위해 사용된다.,entailment
소방청은 소방회계법으로 소방재정의 안정적 확보와 운영의 독립성이 강화될 것으로 보고 있다.,소방청은 소방회계법상 운영 독립성이 강화될 수 없다고 보고 있다.,contradiction
소방청은 이 시스템을 통해 중앙과 지방의 인사교류를 활성화하고 우수인재 선발을 위한 통합인사시스템을 운영할 계획이다.,이를 통해 우수인재 선발을 위한 통합인사시스템을 운영한다는 게 소방청의 계획이다.,entailment
소방청은 이 시스템을 통해 중앙과 지방의 인사교류를 활성화하고 우수인재 선발을 위한 통합인사시스템을 운영할 계획이다.,이 제도 이전에는 중앙과 지방의 인사교류를 활성화하는 제도가 있었다.,neutral
이밖에도 소방청은 소방역량 강화와 서비스 품질 향상을 위해 다양한 소방정책을 추진할 계획이다.,소방청은 다양한 화재 정책을 추진할 계획이다.,entailment
이밖에도 소방청은 소방역량 강화와 서비스 품질 향상을 위해 다양한 소방정책을 추진할 계획이다.,소방청은 소방정책만 추진해 서비스 품질을 높일 계획이다.,contradiction
맛과 재료가 다른 다양한 음식들이 쏟아져 나와 소비자들의 입맛을 충족시키고 있다.,같은 재료 안에서 각기 다른 맛을 내기 위한 여러 음식들이 쏟아져 나오고 있다.,contradiction
맛과 재료가 다른 다양한 음식들이 쏟아져 나와 소비자들의 입맛을 충족시키고 있다.,요리사들은 소비자들의 다양한 취향을 만족시키는 데 어려움을 겪고 있습니다.,neutral
소상공인을 위한 온라인 사업도 지원할 계획이다.,소상공인을 위한 온라인 사업 지원 계획이 없다.,contradiction
소상공인에 한정됐던 사용료 인하 대상이 중소기업으로 확대됐다.,사용료 인하 대상을 대기업까지 확대한다.,contradiction
소설의 대사를 그대로 각색한 것은 좋았지만 과도한 연극적 연출이 몰입에 방해가 됐다.,각색된 소설의 대사는 감동적이었다.,neutral
소설의 대사를 그대로 각색한 것은 좋았지만 과도한 연극적 연출이 몰입에 방해가 됐다.,연극적인 연출이 적절해서 몰입하면서 봤다.,contradiction
소설의 대사를 그대로 각색한 것은 좋았지만 과도한 연극적 연출이 몰입에 방해가 됐다.,연극 연출이 지나쳐 제대로 집중할 수가 없었다.,entailment
학생들의 선호도가 높은 이유는 소속이 없는 구직자보다 학생 신분 유지가 취업에 유리하다고 판단했기 때문이다.,학생들은 취업을 위해 학생 신분을 유지하는 것을 선호합니다.,entailment
학생들의 선호도가 높은 이유는 소속이 없는 구직자보다 학생 신분 유지가 취업에 유리하다고 판단했기 때문이다.,학생의 신분을 유지하는 것이 취업에 더 유리하다.,entailment
"소송지원을 받기 위해서는 우편 또는 직접 한국환경산업기술원에 신청하면 되며, 지원대상자 여부를 전화로 사전 상담이 가능하다.",지원 대상 여부는 서면으로만 상담이 가능하다.,contradiction
"소송지원을 받기 위해서는 우편 또는 직접 한국환경산업기술원에 신청하면 되며, 지원대상자 여부를 전화로 사전 상담이 가능하다.",한국환경산업기술원을 직접 방문해 소송지원을 신청할 수 있다.,entailment
"소영은 경민에게 왜 헤어지자고 하느냐고 묻지만, 경민은 소영에게 새 여자친구가 생겼다고 말한다.",경민의 새로운 여자친구는 소영의 가장 친한 친구입니다.,neutral
"소영은 아이를 지키기 위해 계속 노력하지만, 부모들은 그것이 소영을 위한 것이라고 생각하며 몰래 낙태를 시도한다.",소영이는 낙태를 원했다.,contradiction
"소영은 아이를 지키기 위해 계속 노력하지만, 부모들은 그것이 소영을 위한 것이라고 생각하며 몰래 낙태를 시도한다.",소영이는 아이를 지키지 못했어요.,neutral
"소영은 아이를 지키기 위해 계속 노력하지만, 부모들은 그것이 소영을 위한 것이라고 생각하며 몰래 낙태를 시도한다.",소영는 임신 중이다.,entailment
"소유진은 2013년 외식사업가이자 요리연구가인 백종원과 결혼해 용희, 서현, 세은 등 1남 2녀를 두고 있다.",소유진은 2013년에 용희를 낳았다.,neutral
"소유진은 2013년 외식사업가이자 요리연구가인 백종원과 결혼해 용희, 서현, 세은 등 1남 2녀를 두고 있다.",소유진과 백종원 사이에는 아이가 없다.,contradiction
소재가 아름답고 스토리가 아름다운 영화입니다.,감동적인 스토리가 담긴 영화.,neutral
소재가 아름답고 스토리가 아름다운 영화입니다.,스토리가 아름답고 소재가 예쁜 영화.,entailment
소재가 진부할 수도 있지만 배우들의 뛰어난 연기가 돋보였던 감동적인 영화다.,그 영화의 소재는 진부할 수도 있다.,entailment
소재가 진부할 수도 있지만 배우들의 뛰어난 연기가 돋보였던 감동적인 영화다.,영화의 소재와 배우들의 연기가 진부할 뿐이다.,contradiction
소재가 진부할 수도 있지만 배우들의 뛰어난 연기가 돋보였던 감동적인 영화다.,주연 배우들의 뛰어난 연기가 돋보였다.,entailment
소파와 침대 모두 부드럽고 편안합니다.,소파와 침대가 편안합니다.,entailment
소형 사다리차 등 접근성과 기동성이 우수한 한국형 소방장비 개발·보급도 확대한다.,한국형 소방장비 개발에는 적지 않은 비용이 든다.,neutral
손녀 지윤은 대령 임관 후 치매로 기억을 잃은 할아버지의 사진첩에서 어린 소녀의 옛 사진을 발견한다.,손녀 지윤씨가 찾은 사진을 지갑에 보관하고 있다.,neutral
손녀 지윤은 대령 임관 후 치매로 기억을 잃은 할아버지의 사진첩에서 어린 소녀의 옛 사진을 발견한다.,그 노인은 대령 임관 후 치매에 걸렸다.,entailment
손녀 지윤은 대령 임관 후 치매로 기억을 잃은 할아버지의 사진첩에서 어린 소녀의 옛 사진을 발견한다.,지윤이는 할아버지 사진첩에서 자신의 사진을 찾습니다.,neutral
손목밴드를 분실하시면 입구에서 다시 받으셔야 해수욕장을 이용하실 수 있습니다.,손목밴드를 분실하면 재입국이 불가능합니다.,contradiction
손목밴드를 분실하시면 입구에서 다시 받으셔야 해수욕장을 이용하실 수 있습니다.,해변을 이용하려면 손목밴드가 필요합니다.,entailment
중앙재난관리본부 손영래 전략기획팀장이 중앙재난안전대책본부에서 정례 브리핑을 하고 있다.,김각선 지역재난안전대책본부 전략기획실장이 지역재난안전대책본부에서 정례 브리핑을 하고 있다.,contradiction
중앙재난관리본부 손영래 전략기획팀장이 중앙재난안전대책본부에서 정례 브리핑을 하고 있다.,중앙재난관리본부 손영래 전략기획팀장이 전략기획단과 함께 중앙재난안전대책본부에서 정례 브리핑을 하고 있다.,neutral
중앙재난관리본부 손영래 전략기획팀장이 중앙재난안전대책본부에서 정례 브리핑을 하고 있다.,중앙재난관리본부 손영래 전략기획팀장이 중앙재난안전대책본부에서 정례 브리핑을 하고 있다.,entailment
손흥민의 활약을 본 토트넘 홋스퍼는 경기가 끝나자마자 공식 트위터를 통해 한국의 8강 진출을 축하했다.,손흥민은 16강전에 결장했다.,neutral
손흥민의 활약을 본 토트넘 홋스퍼는 경기가 끝나자마자 공식 트위터를 통해 한국의 8강 진출을 축하했다.,손흥민은 경고 누적으로 8강 결장이 예정돼 있다.,neutral
손흥민이 금메달을 들고 구단에 복귀해 동료들의 박수를 받았다.,동료들이 손흥민과 함께 메달을 따기도 했다.,neutral
손흥민이 금메달을 들고 구단에 복귀해 동료들의 박수를 받았다.,손흥민이 금메달을 놓쳤다.,contradiction
손흥민이 금메달을 들고 구단에 복귀해 동료들의 박수를 받았다.,손흥민은 메달리스트이다.,entailment
손흥민이 시즌 13호골을 터뜨린 가운데 경기에 나선 토트넘 볼보이가 화제다.,손흥민이 시즌 첫 골만 넣은 것은 아니다.,entailment
손흥민이 시즌 13호골을 터뜨린 가운데 경기에 나선 토트넘 볼보이가 화제다.,손흥민은 지난 시즌 12골을 넣었다.,contradiction
손흥민이 시즌 13호골을 터뜨린 가운데 경기에 나선 토트넘 볼보이가 화제다.,토트넘 볼보이는 한 번도 경기에 출전한 적이 없다.,contradiction
손흥민은 순간적인 스피드와 돌파로 정상급 공격수가 됐다.,현재 손흥민이 가장 큰 강점은 돌파력이다.,neutral
솔직히 8점 정도가 적당하다고 생각해요.,배우님 덕분에 8점인 것 같아요.,neutral
솔직히 8점 정도가 적당하다고 생각해요.,적절한 점수는 2점이라고 생각합니다.,contradiction
솔직히 8점 정도가 적당하다고 생각해요.,적절한 점수는 8점이라고 생각합니다.,entailment
솔직히 겨울왕국보다 더 재미있어요.,겨울왕국보다 재미없을 줄 알았어.,neutral
솔직히 배우들의 연기가 꽤 좋았어요.,아역 배우치고는 연기가 꽤 괜찮았어요.,neutral
솔직히 개연성이 조금 부족한 것은 사실이다.,개연성 빼고는 부족한 것이 없다.,neutral
"송산공항, 소고백화점, 지하철과도 가까워 이동이 편리하다.",근처에 백화점이 있습니다.,entailment
"송산공항, 소고백화점, 지하철과도 가까워 이동이 편리하다.",송산 공항에서 지하철까지 거리가 멉니다.,contradiction
"송산공항, 소고백화점, 지하철과도 가까워 이동이 편리하다.",송산공항은 멀어서 가기가 어렵습니다.,contradiction
"송파구 을 선거구에는 더불어민주당 최명길 후보, 국민의당 래협 후보, 무소속 김영순 후보, 무소속 채현 후보가 출마하고 있다.",김영순 후보가 무소속으로 송파구 을 지역구에 출마했다.,entailment
"송파구 을 선거구에는 더불어민주당 최명길 후보, 국민의당 래협 후보, 무소속 김영순 후보, 무소속 채현 후보가 출마하고 있다.",송파구 을 선거구에는 총 6명의 후보가 출마했다.,contradiction
"송파구 을 선거구에는 더불어민주당 최명길 후보, 국민의당 래협 후보, 무소속 김영순 후보, 무소속 채현 후보가 출마하고 있다.",송파구 을 선거구에서는 최명길 후보가 가장 유력하다.,neutral
수많은 명장면과 명대사는 그저 덤이다.,명장면이나 명대사보다 배우들의 연기가 더 기억에 남는다.,neutral
수건도 넉넉히 주시고 침구도 깨끗합니다.,수건은 충분히 준비되어 있습니다.,entailment
